country,region,year,planeDeaths
Panama,Americas,1985,0
Papua New Guinea,Asia,1985,0
Paraguay,Americas,1985,0
Peru,Americas,1985,0
Philippines,Asia,1985,0
Poland,Europe,1985,0
Portugal,Europe,1985,0
Romania,Europe,1985,0
Russia,Europe,1985,0
Saudi Arabia,Asia,1985,0
Senegal,Africa,1985,0
Sierra Leone,Africa,1985,0
Somalia,Africa,1985,0
South Africa,Africa,1985,0
South Korea,Asia,1985,0
Spain,Europe,1985,148
Sri Lanka,Asia,1985,0
Sudan,Africa,1985,0
Suriname,Americas,1985,0
Sweden,Europe,1985,0
Switzerland,Europe,1985,0
Tajikistan,Asia,1985,0
Tanzania,Africa,1985,0
Thailand,Asia,1985,0
Tunisia,Africa,1985,0
Turkey,Europe,1985,14
Ukraine,Europe,1985,0
United Arab Emirates,Asia,1985,0
United Kingdom,Europe,1985,52
United States,Americas,1985,0
Uruguay,Americas,1985,0
Uzbekistan,Asia,1985,0
Venezuela,Americas,1985,0
Vietnam,Asia,1985,0
Yemen,Asia,1985,0
Zambia,Africa,1985,0
Afghanistan,Asia,1986,0
Algeria,Africa,1986,0
Angola,Africa,1986,0
Argentina,Americas,1986,0
Armenia,Europe,1986,0
Australia,Asia,1986,0
Austria,Europe,1986,0
Azerbaijan,Europe,1986,0
Bahrain,Asia,1986,0
Belgium,Europe,1986,0
Benin,Africa,1986,0
Bolivia,Americas,1986,0
Bosnia and Herzegovina,Europe,1986,0
Brazil,Americas,1986,0
Bulgaria,Europe,1986,0
Cambodia,Asia,1986,0
Cameroon,Africa,1986,0
Canada,Americas,1986,0
Cape Verde,Africa,1986,0
Central African Republic,Africa,1986,31
Chile,Americas,1986,0
China,Asia,1986,0
Colombia,Americas,1986,0
Comoros,Africa,1986,0
"Congo, Dem. Rep.",Africa,1986,0
"Congo, Rep.",Africa,1986,0
Costa Rica,Americas,1986,0
Cote d'Ivoire,Africa,1986,0
Croatia,Europe,1986,0
Cuba,Americas,1986,0
Denmark,Europe,1986,0
Dominica,Americas,1986,0
Dominican Republic,Americas,1986,0
Ecuador,Americas,1986,0
Egypt,Africa,1986,23
El Salvador,Americas,1986,37
Equatorial Guinea,Africa,1986,0
Ethiopia,Africa,1986,0
Fiji,Asia,1986,0
France,Europe,1986,0
Gabon,Africa,1986,0
Georgia,Europe,1986,0
Germany,Europe,1986,0
Greece,Europe,1986,0
Guatemala,Americas,1986,94
Haiti,Americas,1986,0
Honduras,Americas,1986,50
Hungary,Europe,1986,0
India,Asia,1986,0
Indonesia,Asia,1986,0
Iran,Asia,1986,103
Iraq,Asia,1986,0
Ireland,Europe,1986,0
Israel,Asia,1986,0
Italy,Europe,1986,0
Japan,Asia,1986,0
Jordan,Asia,1986,0
Kazakhstan,Asia,1986,0
Kenya,Africa,1986,0
Kyrgyz Republic,Asia,1986,0
Lao,Asia,1986,0
Libya,Africa,1986,0
Luxembourg,Europe,1986,0
"Macedonia, FYR",Europe,1986,0
Madagascar,Africa,1986,0
Malaysia,Asia,1986,0
Maldives,Asia,1986,0
Mali,Africa,1986,0
Mauritania,Africa,1986,0
Mauritius,Africa,1986,0
Mexico,Americas,1986,187
Mongolia,Asia,1986,0
Morocco,Africa,1986,0
Mozambique,Africa,1986,77
Myanmar,Asia,1986,0
Nepal,Asia,1986,0
Netherlands,Europe,1986,0
New Zealand,Asia,1986,0
Nicaragua,Americas,1986,0
Niger,Africa,1986,0
Nigeria,Africa,1986,0
North Korea,Asia,1986,0
Norway,Europe,1986,0
Pakistan,Asia,1986,0
Panama,Americas,1986,0
Papua New Guinea,Asia,1986,0
Paraguay,Americas,1986,0
Peru,Americas,1986,0
Philippines,Asia,1986,0
Poland,Europe,1986,0
Portugal,Europe,1986,0
Romania,Europe,1986,0
Russia,Europe,1986,0
Saudi Arabia,Asia,1986,67
Senegal,Africa,1986,0
Sierra Leone,Africa,1986,0
Somalia,Africa,1986,0
South Africa,Africa,1986,0
South Korea,Asia,1986,0
Spain,Europe,1986,0
Sri Lanka,Asia,1986,22
Sudan,Africa,1986,60
Suriname,Americas,1986,0
Sweden,Europe,1986,0
Switzerland,Europe,1986,0
Tajikistan,Asia,1986,0
Tanzania,Africa,1986,0
Thailand,Asia,1986,0
Tunisia,Africa,1986,0
Turkey,Europe,1986,0
Ukraine,Europe,1986,0
United Arab Emirates,Asia,1986,0
United Kingdom,Europe,1986,45
United States,Americas,1986,117
Uruguay,Americas,1986,0
Uzbekistan,Asia,1986,0
Venezuela,Americas,1986,0
Vietnam,Asia,1986,0
Yemen,Asia,1986,0
Zambia,Africa,1986,0
Afghanistan,Asia,1987,0
Algeria,Africa,1987,0
Angola,Africa,1987,0
Argentina,Americas,1987,0
Armenia,Europe,1987,0
Australia,Asia,1987,0
Austria,Europe,1987,0
Azerbaijan,Europe,1987,0
Bahrain,Asia,1987,0
Belgium,Europe,1987,0
Benin,Africa,1987,0
Bolivia,Americas,1987,0
Bosnia and Herzegovina,Europe,1987,0
Brazil,Americas,1987,29
Bulgaria,Europe,1987,0
Cambodia,Asia,1987,0
Cameroon,Africa,1987,0
Canada,Americas,1987,0
Cape Verde,Africa,1987,0
Central African Republic,Africa,1987,0
Chile,Americas,1987,0
China,Asia,1987,0
Colombia,Americas,1987,0
Comoros,Africa,1987,0
"Congo, Dem. Rep.",Africa,1987,0
"Congo, Rep.",Africa,1987,0
Costa Rica,Americas,1987,0
Cote d'Ivoire,Africa,1987,51
Croatia,Europe,1987,0
Cuba,Americas,1987,0
Denmark,Europe,1987,0
Dominica,Americas,1987,0
Dominican Republic,Americas,1987,0
Ecuador,Americas,1987,0
Egypt,Africa,1987,0
El Salvador,Americas,1987,0
Equatorial Guinea,Africa,1987,15
Ethiopia,Africa,1987,54
Fiji,Asia,1987,0
France,Europe,1987,16
Gabon,Africa,1987,0
Georgia,Europe,1987,0
Germany,Europe,1987,0
Greece,Europe,1987,0
Guatemala,Americas,1987,0
Haiti,Americas,1987,0
Honduras,Americas,1987,0
Hungary,Europe,1987,0
India,Asia,1987,0
Indonesia,Asia,1987,25
Iran,Asia,1987,0
Iraq,Asia,1987,0
Ireland,Europe,1987,0
Israel,Asia,1987,0
Italy,Europe,1987,37
Japan,Asia,1987,0
Jordan,Asia,1987,0
Kazakhstan,Asia,1987,0
Kenya,Africa,1987,0
Kyrgyz Republic,Asia,1987,0
Lao,Asia,1987,0
Libya,Africa,1987,0
Luxembourg,Europe,1987,0
"Macedonia, FYR",Europe,1987,0
Madagascar,Africa,1987,0
Malaysia,Asia,1987,0
Maldives,Asia,1987,0
Mali,Africa,1987,0
Mauritania,Africa,1987,0
Mauritius,Africa,1987,159
Mexico,Americas,1987,40
Mongolia,Asia,1987,0
Morocco,Africa,1987,0
Mozambique,Africa,1987,0
Myanmar,Asia,1987,208
Nepal,Asia,1987,0
Netherlands,Europe,1987,0
New Zealand,Asia,1987,0
Nicaragua,Americas,1987,0
Niger,Africa,1987,0
Nigeria,Africa,1987,0
North Korea,Asia,1987,0
Norway,Europe,1987,0
Pakistan,Asia,1987,0
Panama,Americas,1987,0
Papua New Guinea,Asia,1987,0
Paraguay,Americas,1987,0
Peru,Americas,1987,86
Philippines,Asia,1987,50
Poland,Europe,1987,183
Portugal,Europe,1987,0
Romania,Europe,1987,0
Russia,Europe,1987,0
Saudi Arabia,Asia,1987,0
Senegal,Africa,1987,0
Sierra Leone,Africa,1987,0
Somalia,Africa,1987,0
South Africa,Africa,1987,0
South Korea,Asia,1987,115
Spain,Europe,1987,0
Sri Lanka,Asia,1987,0
Sudan,Africa,1987,0
Suriname,Americas,1987,0
Sweden,Europe,1987,0
Switzerland,Europe,1987,0
Tajikistan,Asia,1987,0
Tanzania,Africa,1987,0
Thailand,Asia,1987,193
Tunisia,Africa,1987,0
Turkey,Europe,1987,0
Ukraine,Europe,1987,0
United Arab Emirates,Asia,1987,0
United Kingdom,Europe,1987,0
United States,Americas,1987,240
Uruguay,Americas,1987,0
Uzbekistan,Asia,1987,0
Venezuela,Americas,1987,0
Vietnam,Asia,1987,0
Yemen,Asia,1987,0
Zambia,Africa,1987,0
Afghanistan,Asia,1988,0
Algeria,Africa,1988,0
Angola,Africa,1988,26
Argentina,Americas,1988,22
Armenia,Europe,1988,0
Australia,Asia,1988,0
Austria,Europe,1988,0
Azerbaijan,Europe,1988,0
Bahrain,Asia,1988,0
Belgium,Europe,1988,0
Benin,Africa,1988,0
Bolivia,Americas,1988,0
Bosnia and Herzegovina,Europe,1988,0
Brazil,Americas,1988,0
Bulgaria,Europe,1988,25
Cambodia,Asia,1988,0
Cameroon,Africa,1988,0
Canada,Americas,1988,0
Cape Verde,Africa,1988,0
Central African Republic,Africa,1988,0
Chile,Americas,1988,0
China,Asia,1988,150
Colombia,Americas,1988,137
Comoros,Africa,1988,0
"Congo, Dem. Rep.",Africa,1988,0
"Congo, Rep.",Africa,1988,0
Costa Rica,Americas,1988,0
Cote d'Ivoire,Africa,1988,0
Croatia,Europe,1988,0
Cuba,Americas,1988,0
Denmark,Europe,1988,0
Dominica,Americas,1988,0
Dominican Republic,Americas,1988,0
Ecuador,Americas,1988,0
Egypt,Africa,1988,0
El Salvador,Americas,1988,0
Equatorial Guinea,Africa,1988,0
Ethiopia,Africa,1988,31
Fiji,Asia,1988,0
France,Europe,1988,23
Gabon,Africa,1988,0
Georgia,Europe,1988,0
Germany,Europe,1988,0
Greece,Europe,1988,0
Guatemala,Americas,1988,0
Haiti,Americas,1988,0
Honduras,Americas,1988,0
Hungary,Europe,1988,0
India,Asia,1988,164
Indonesia,Asia,1988,0
Iran,Asia,1988,290
Iraq,Asia,1988,0
Ireland,Europe,1988,0
Israel,Asia,1988,0
Italy,Europe,1988,32
Japan,Asia,1988,0
Jordan,Asia,1988,0
Kazakhstan,Asia,1988,0
Kenya,Africa,1988,0
Kyrgyz Republic,Asia,1988,0
Lao,Asia,1988,0
Libya,Africa,1988,0
Luxembourg,Europe,1988,0
"Macedonia, FYR",Europe,1988,0
Madagascar,Africa,1988,0
Malaysia,Asia,1988,0
Maldives,Asia,1988,0
Mali,Africa,1988,0
Mauritania,Africa,1988,0
Mauritius,Africa,1988,0
Mexico,Americas,1988,20
Mongolia,Asia,1988,0
Morocco,Africa,1988,0
Mozambique,Africa,1988,0
Myanmar,Asia,1988,0
Nepal,Asia,1988,0
Netherlands,Europe,1988,0
New Zealand,Asia,1988,0
Nicaragua,Americas,1988,0
Niger,Africa,1988,0
Nigeria,Africa,1988,0
North Korea,Asia,1988,0
Norway,Europe,1988,36
Pakistan,Asia,1988,30
Panama,Americas,1988,0
Papua New Guinea,Asia,1988,0
Paraguay,Americas,1988,0
Peru,Americas,1988,22
Philippines,Asia,1988,0
Poland,Europe,1988,0
Portugal,Europe,1988,0
Romania,Europe,1988,0
Russia,Europe,1988,0
Saudi Arabia,Asia,1988,0
Senegal,Africa,1988,0
Sierra Leone,Africa,1988,0
Somalia,Africa,1988,0
South Africa,Africa,1988,24
South Korea,Asia,1988,0
Spain,Europe,1988,0
Sri Lanka,Asia,1988,0
Sudan,Africa,1988,0
Suriname,Americas,1988,0
Sweden,Europe,1988,0
Switzerland,Europe,1988,0
Tajikistan,Asia,1988,0
Tanzania,Africa,1988,0
Thailand,Asia,1988,76
Tunisia,Africa,1988,0
Turkey,Europe,1988,0
Ukraine,Europe,1988,0
United Arab Emirates,Asia,1988,0
United Kingdom,Europe,1988,0
United States,Americas,1988,23
Uruguay,Americas,1988,0
Uzbekistan,Asia,1988,0
Venezuela,Americas,1988,0
Vietnam,Asia,1988,0
Yemen,Asia,1988,0
Zambia,Africa,1988,0
Afghanistan,Asia,1989,61
Algeria,Africa,1989,0
Angola,Africa,1989,0
Argentina,Americas,1989,0
Armenia,Europe,1989,0
Australia,Asia,1989,13
Austria,Europe,1989,11
Azerbaijan,Europe,1989,0
Bahrain,Asia,1989,0
Belgium,Europe,1989,0
Benin,Africa,1989,0
Bolivia,Americas,1989,23
Bosnia and Herzegovina,Europe,1989,0
Brazil,Americas,1989,34
Bulgaria,Europe,1989,0
Cambodia,Asia,1989,0
Cameroon,Africa,1989,0
Canada,Americas,1989,24
Cape Verde,Africa,1989,0
Central African Republic,Africa,1989,0
Chile,Americas,1989,0
China,Asia,1989,34
Colombia,Americas,1989,110
Comoros,Africa,1989,0
"Congo, Dem. Rep.",Africa,1989,0
"Congo, Rep.",Africa,1989,0
Costa Rica,Americas,1989,0
Cote d'Ivoire,Africa,1989,0
Croatia,Europe,1989,0
Cuba,Americas,1989,170
Denmark,Europe,1989,55
Dominica,Americas,1989,0
Dominican Republic,Americas,1989,0
Ecuador,Americas,1989,0
Egypt,Africa,1989,0
El Salvador,Americas,1989,0
Equatorial Guinea,Africa,1989,0
Ethiopia,Africa,1989,0
Fiji,Asia,1989,0
France,Europe,1989,22
Gabon,Africa,1989,0
Georgia,Europe,1989,0
Germany,Europe,1989,0
Greece,Europe,1989,34
Guatemala,Americas,1989,0
Haiti,Americas,1989,0
Honduras,Americas,1989,141
Hungary,Europe,1989,0
India,Asia,1989,11
Indonesia,Asia,1989,22
Iran,Asia,1989,0
Iraq,Asia,1989,0
Ireland,Europe,1989,0
Israel,Asia,1989,0
Italy,Europe,1989,0
Japan,Asia,1989,14
Jordan,Asia,1989,0
Kazakhstan,Asia,1989,0
Kenya,Africa,1989,0
Kyrgyz Republic,Asia,1989,0
Lao,Asia,1989,0
Libya,Africa,1989,78
Luxembourg,Europe,1989,0
"Macedonia, FYR",Europe,1989,0
Madagascar,Africa,1989,0
Malaysia,Asia,1989,21
Maldives,Asia,1989,0
Mali,Africa,1989,0
Mauritania,Africa,1989,0
Mauritius,Africa,1989,0
Mexico,Americas,1989,0
Mongolia,Asia,1989,0
Morocco,Africa,1989,0
Mozambique,Africa,1989,0
Myanmar,Asia,1989,26
Nepal,Asia,1989,0
Netherlands,Europe,1989,0
New Zealand,Asia,1989,10
Nicaragua,Americas,1989,0
Niger,Africa,1989,170
Nigeria,Africa,1989,0
North Korea,Asia,1989,0
Norway,Europe,1989,0
Pakistan,Asia,1989,54
Panama,Americas,1989,0
Papua New Guinea,Asia,1989,0
Paraguay,Americas,1989,0
Peru,Americas,1989,50
Philippines,Asia,1989,0
Poland,Europe,1989,0
Portugal,Europe,1989,0
Romania,Europe,1989,0
Russia,Europe,1989,0
Saudi Arabia,Asia,1989,0
Senegal,Africa,1989,0
Sierra Leone,Africa,1989,0
Somalia,Africa,1989,30
South Africa,Africa,1989,0
South Korea,Asia,1989,21
Spain,Europe,1989,0
Sri Lanka,Asia,1989,0
Sudan,Africa,1989,0
Suriname,Americas,1989,169
Sweden,Europe,1989,16
Switzerland,Europe,1989,0
Tajikistan,Asia,1989,0
Tanzania,Africa,1989,0
Thailand,Asia,1989,0
Tunisia,Africa,1989,0
Turkey,Europe,1989,0
Ukraine,Europe,1989,0
United Arab Emirates,Asia,1989,0
United Kingdom,Europe,1989,39
United States,Americas,1989,210
Uruguay,Americas,1989,0
Uzbekistan,Asia,1989,0
Venezuela,Americas,1989,0
Vietnam,Asia,1989,20
Yemen,Asia,1989,0
Zambia,Africa,1989,0
Afghanistan,Asia,1990,102
Algeria,Africa,1990,0
Angola,Africa,1990,25
Argentina,Americas,1990,0
Armenia,Europe,1990,0
Australia,Asia,1990,10
Austria,Europe,1990,0
Azerbaijan,Europe,1990,0
Bahrain,Asia,1990,0
Belgium,Europe,1990,0
Benin,Africa,1990,0
Bolivia,Americas,1990,0
Bosnia and Herzegovina,Europe,1990,0
Brazil,Americas,1990,23
Bulgaria,Europe,1990,0
Cambodia,Asia,1990,0
Cameroon,Africa,1990,0
Canada,Americas,1990,0
Cape Verde,Africa,1990,0
Central African Republic,Africa,1990,0
Chile,Americas,1990,0
China,Asia,1990,127
Colombia,Americas,1990,72
Comoros,Africa,1990,0
"Congo, Dem. Rep.",Africa,1990,23
"Congo, Rep.",Africa,1990,23
Costa Rica,Americas,1990,23
Cote d'Ivoire,Africa,1990,0
Croatia,Europe,1990,0
Cuba,Americas,1990,0
Denmark,Europe,1990,0
Dominica,Americas,1990,0
Dominican Republic,Americas,1990,0
Ecuador,Americas,1990,0
Egypt,Africa,1990,0
El Salvador,Americas,1990,0
Equatorial Guinea,Africa,1990,0
Ethiopia,Africa,1990,0
Fiji,Asia,1990,0
France,Europe,1990,0
Gabon,Africa,1990,0
Georgia,Europe,1990,0
Germany,Europe,1990,0
Greece,Europe,1990,0
Guatemala,Americas,1990,23
Haiti,Americas,1990,0
Honduras,Americas,1990,0
Hungary,Europe,1990,0
India,Asia,1990,147
Indonesia,Asia,1990,0
Iran,Asia,1990,0
Iraq,Asia,1990,0
Ireland,Europe,1990,0
Israel,Asia,1990,0
Italy,Europe,1990,12
Japan,Asia,1990,0
Jordan,Asia,1990,0
Kazakhstan,Asia,1990,0
Kenya,Africa,1990,10
Kyrgyz Republic,Asia,1990,0
Lao,Asia,1990,0
Libya,Africa,1990,0
Luxembourg,Europe,1990,0
"Macedonia, FYR",Europe,1990,0
Madagascar,Africa,1990,0
Malaysia,Asia,1990,0
Maldives,Asia,1990,0
Mali,Africa,1990,0
Mauritania,Africa,1990,0
Mauritius,Africa,1990,0
Mexico,Americas,1990,20
Mongolia,Asia,1990,30
Morocco,Africa,1990,0
Mozambique,Africa,1990,0
Myanmar,Asia,1990,0
Nepal,Asia,1990,0
Netherlands,Europe,1990,0
New Zealand,Asia,1990,0
Nicaragua,Americas,1990,0
Niger,Africa,1990,0
Nigeria,Africa,1990,0
North Korea,Asia,1990,0
Norway,Europe,1990,0
Pakistan,Asia,1990,0
Panama,Americas,1990,20
Papua New Guinea,Asia,1990,0
Paraguay,Americas,1990,0
Peru,Americas,1990,0
Philippines,Asia,1990,25
Poland,Europe,1990,0
Portugal,Europe,1990,0
Romania,Europe,1990,0
Russia,Europe,1990,0
Saudi Arabia,Asia,1990,0
Senegal,Africa,1990,0
Sierra Leone,Africa,1990,0
Somalia,Africa,1990,0
South Africa,Africa,1990,0
South Korea,Asia,1990,0
Spain,Europe,1990,0
Sri Lanka,Asia,1990,0
Sudan,Africa,1990,0
Suriname,Americas,1990,0
Sweden,Europe,1990,0
Switzerland,Europe,1990,46
Tajikistan,Asia,1990,0
Tanzania,Africa,1990,0
Thailand,Asia,1990,38
Tunisia,Africa,1990,0
Turkey,Europe,1990,0
Ukraine,Europe,1990,0
United Arab Emirates,Asia,1990,0
United Kingdom,Europe,1990,0
United States,Americas,1990,92
Uruguay,Americas,1990,0
Uzbekistan,Asia,1990,0
Venezuela,Americas,1990,25
Vietnam,Asia,1990,0
Yemen,Asia,1990,0
Zambia,Africa,1990,29
Afghanistan,Asia,1991,30
Algeria,Africa,1991,0
Angola,Africa,1991,58
Argentina,Americas,1991,0
Armenia,Europe,1991,0
Australia,Asia,1991,0
Austria,Europe,1991,0
Azerbaijan,Europe,1991,0
Bahrain,Asia,1991,0
Belgium,Europe,1991,0
Benin,Africa,1991,0
Bolivia,Americas,1991,0
Bosnia and Herzegovina,Europe,1991,0
Brazil,Americas,1991,32
Bulgaria,Europe,1991,0
Cambodia,Asia,1991,0
Cameroon,Africa,1991,0
Canada,Americas,1991,0
Cape Verde,Africa,1991,0
Central African Republic,Africa,1991,0
Chile,Americas,1991,20
China,Asia,1991,0
Colombia,Americas,1991,10
Comoros,Africa,1991,0
"Congo, Dem. Rep.",Africa,1991,0
"Congo, Rep.",Africa,1991,0
Costa Rica,Americas,1991,0
Cote d'Ivoire,Africa,1991,0
Croatia,Europe,1991,0
Cuba,Americas,1991,0
Denmark,Europe,1991,0
Dominica,Americas,1991,0
Dominican Republic,Americas,1991,0
Ecuador,Americas,1991,22
Egypt,Africa,1991,0
El Salvador,Americas,1991,0
Equatorial Guinea,Africa,1991,0
Ethiopia,Africa,1991,0
Fiji,Asia,1991,0
France,Europe,1991,10
Gabon,Africa,1991,0
Georgia,Europe,1991,0
Germany,Europe,1991,28
Greece,Europe,1991,66
Guatemala,Americas,1991,0
Haiti,Americas,1991,0
Honduras,Americas,1991,0
Hungary,Europe,1991,0
India,Asia,1991,97
Indonesia,Asia,1991,146
Iran,Asia,1991,0
Iraq,Asia,1991,0
Ireland,Europe,1991,0
Israel,Asia,1991,0
Italy,Europe,1991,0
Japan,Asia,1991,0
Jordan,Asia,1991,0
Kazakhstan,Asia,1991,0
Kenya,Africa,1991,0
Kyrgyz Republic,Asia,1991,0
Lao,Asia,1991,0
Libya,Africa,1991,0
Luxembourg,Europe,1991,0
"Macedonia, FYR",Europe,1991,0
Madagascar,Africa,1991,0
Malaysia,Asia,1991,0
Maldives,Asia,1991,0
Mali,Africa,1991,0
Mauritania,Africa,1991,0
Mauritius,Africa,1991,0
Mexico,Americas,1991,0
Mongolia,Asia,1991,0
Morocco,Africa,1991,0
Mozambique,Africa,1991,0
Myanmar,Asia,1991,0
Nepal,Asia,1991,0
Netherlands,Europe,1991,0
New Zealand,Asia,1991,0
Nicaragua,Americas,1991,0
Niger,Africa,1991,0
Nigeria,Africa,1991,0
North Korea,Asia,1991,0
Norway,Europe,1991,0
Pakistan,Asia,1991,0
Panama,Americas,1991,0
Papua New Guinea,Asia,1991,0
Paraguay,Americas,1991,0
Peru,Americas,1991,0
Philippines,Asia,1991,0
Poland,Europe,1991,0
Portugal,Europe,1991,0
Romania,Europe,1991,0
Russia,Europe,1991,107
Saudi Arabia,Asia,1991,359
Senegal,Africa,1991,0
Sierra Leone,Africa,1991,0
Somalia,Africa,1991,0
South Africa,Africa,1991,0
South Korea,Asia,1991,0
Spain,Europe,1991,0
Sri Lanka,Asia,1991,0
Sudan,Africa,1991,0
Suriname,Americas,1991,0
Sweden,Europe,1991,0
Switzerland,Europe,1991,0
Tajikistan,Asia,1991,0
Tanzania,Africa,1991,0
Thailand,Asia,1991,237
Tunisia,Africa,1991,0
Turkey,Europe,1991,0
Ukraine,Europe,1991,0
United Arab Emirates,Asia,1991,0
United Kingdom,Europe,1991,0
United States,Americas,1991,118
Uruguay,Americas,1991,0
Uzbekistan,Asia,1991,0
Venezuela,Americas,1991,65
Vietnam,Asia,1991,0
Yemen,Asia,1991,0
Zambia,Africa,1991,0
Afghanistan,Asia,1992,0
Algeria,Africa,1992,0
Angola,Africa,1992,0
Argentina,Americas,1992,0
Armenia,Europe,1992,0
Australia,Asia,1992,0
Austria,Europe,1992,0
Azerbaijan,Europe,1992,29
Bahrain,Asia,1992,0
Belgium,Europe,1992,0
Benin,Africa,1992,0
Bolivia,Americas,1992,0
Bosnia and Herzegovina,Europe,1992,0
Brazil,Americas,1992,0
Bulgaria,Europe,1992,0
Cambodia,Asia,1992,0
Cameroon,Africa,1992,0
Canada,Americas,1992,0
Cape Verde,Africa,1992,0
Central African Republic,Africa,1992,0
Chile,Americas,1992,0
China,Asia,1992,274
Colombia,Americas,1992,0
Comoros,Africa,1992,0
"Congo, Dem. Rep.",Africa,1992,37
"Congo, Rep.",Africa,1992,0
Costa Rica,Americas,1992,0
Cote d'Ivoire,Africa,1992,0
Croatia,Europe,1992,0
Cuba,Americas,1992,0
Denmark,Europe,1992,0
Dominica,Americas,1992,0
Dominican Republic,Americas,1992,34
Ecuador,Americas,1992,0
Egypt,Africa,1992,0
El Salvador,Americas,1992,0
Equatorial Guinea,Africa,1992,0
Ethiopia,Africa,1992,0
Fiji,Asia,1992,0
France,Europe,1992,87
Gabon,Africa,1992,0
Georgia,Europe,1992,28
Germany,Europe,1992,0
Greece,Europe,1992,0
Guatemala,Americas,1992,0
Haiti,Americas,1992,0
Honduras,Americas,1992,0
Hungary,Europe,1992,0
India,Asia,1992,0
Indonesia,Asia,1992,101
Iran,Asia,1992,39
Iraq,Asia,1992,0
Ireland,Europe,1992,0
Israel,Asia,1992,0
Italy,Europe,1992,0
Japan,Asia,1992,0
Jordan,Asia,1992,0
Kazakhstan,Asia,1992,0
Kenya,Africa,1992,50
Kyrgyz Republic,Asia,1992,0
Lao,Asia,1992,0
Libya,Africa,1992,157
Luxembourg,Europe,1992,0
"Macedonia, FYR",Europe,1992,0
Madagascar,Africa,1992,0
Malaysia,Asia,1992,0
Maldives,Asia,1992,0
Mali,Africa,1992,0
Mauritania,Africa,1992,0
Mauritius,Africa,1992,0
Mexico,Americas,1992,0
Mongolia,Asia,1992,0
Morocco,Africa,1992,0
Mozambique,Africa,1992,0
Myanmar,Asia,1992,0
Nepal,Asia,1992,280
Netherlands,Europe,1992,74
New Zealand,Asia,1992,0
Nicaragua,Americas,1992,0
Niger,Africa,1992,0
Nigeria,Africa,1992,163
North Korea,Asia,1992,0
Norway,Europe,1992,0
Pakistan,Asia,1992,0
Panama,Americas,1992,47
Papua New Guinea,Asia,1992,0
Paraguay,Americas,1992,0
Peru,Americas,1992,0
Philippines,Asia,1992,0
Poland,Europe,1992,0
Portugal,Europe,1992,56
Romania,Europe,1992,0
Russia,Europe,1992,142
Saudi Arabia,Asia,1992,0
Senegal,Africa,1992,31
Sierra Leone,Africa,1992,0
Somalia,Africa,1992,0
South Africa,Africa,1992,0
South Korea,Asia,1992,0
Spain,Europe,1992,0
Sri Lanka,Asia,1992,0
Sudan,Africa,1992,0
Suriname,Americas,1992,0
Sweden,Europe,1992,0
Switzerland,Europe,1992,0
Tajikistan,Asia,1992,0
Tanzania,Africa,1992,0
Thailand,Asia,1992,0
Tunisia,Africa,1992,0
Turkey,Europe,1992,0
Ukraine,Europe,1992,0
United Arab Emirates,Asia,1992,0
United Kingdom,Europe,1992,11
United States,Americas,1992,59
Uruguay,Americas,1992,0
Uzbekistan,Asia,1992,0
Venezuela,Americas,1992,0
Vietnam,Asia,1992,29
Yemen,Asia,1992,57
Zambia,Africa,1992,0
Afghanistan,Asia,1993,76
Algeria,Africa,1993,0
Angola,Africa,1993,0
Argentina,Americas,1993,0
Armenia,Europe,1993,35
Australia,Asia,1993,0
Austria,Europe,1993,0
Azerbaijan,Europe,1993,0
Bahrain,Asia,1993,0
Belgium,Europe,1993,0
Benin,Africa,1993,0
Bolivia,Americas,1993,0
Bosnia and Herzegovina,Europe,1993,0
Brazil,Americas,1993,0
Bulgaria,Europe,1993,0
Cambodia,Asia,1993,0
Cameroon,Africa,1993,0
Canada,Americas,1993,0
Cape Verde,Africa,1993,0
Central African Republic,Africa,1993,0
Chile,Americas,1993,0
China,Asia,1993,67
Colombia,Americas,1993,132
Comoros,Africa,1993,0
"Congo, Dem. Rep.",Africa,1993,0
"Congo, Rep.",Africa,1993,0
Costa Rica,Americas,1993,0
Cote d'Ivoire,Africa,1993,0
Croatia,Europe,1993,0
Cuba,Americas,1993,0
Denmark,Europe,1993,0
Dominica,Americas,1993,0
Dominican Republic,Americas,1993,0
Ecuador,Americas,1993,0
Egypt,Africa,1993,0
El Salvador,Americas,1993,0
Equatorial Guinea,Africa,1993,0
Ethiopia,Africa,1993,0
Fiji,Asia,1993,0
France,Europe,1993,0
Gabon,Africa,1993,30
Georgia,Europe,1993,41
Germany,Europe,1993,0
Greece,Europe,1993,0
Guatemala,Americas,1993,0
Haiti,Americas,1993,0
Honduras,Americas,1993,0
Hungary,Europe,1993,0
India,Asia,1993,56
Indonesia,Asia,1993,74
Iran,Asia,1993,134
Iraq,Asia,1993,0
Ireland,Europe,1993,0
Israel,Asia,1993,0
Italy,Europe,1993,0
Japan,Asia,1993,0
Jordan,Asia,1993,0
Kazakhstan,Asia,1993,0
Kenya,Africa,1993,0
Kyrgyz Republic,Asia,1993,0
Lao,Asia,1993,0
Libya,Africa,1993,0
Luxembourg,Europe,1993,0
"Macedonia, FYR",Europe,1993,198
Madagascar,Africa,1993,0
Malaysia,Asia,1993,0
Maldives,Asia,1993,0
Mali,Africa,1993,0
Mauritania,Africa,1993,0
Mauritius,Africa,1993,0
Mexico,Americas,1993,0
Mongolia,Asia,1993,40
Morocco,Africa,1993,0
